"","ID_Hogar","P9","Edad","P10","P12","P14","P1","P50","P82","P87","P90","P91","P92","P95","P96","P98","P100","P101"
"208",438829109,82,"Mas de 65 años","Mujer","Primaria completa",NA,"Casa","$2.000.001 - $2.500.000","Propietario(a)","Permanecerá igual","Disminuirá","Aumentará","Disminuirá","Se mantendrá","Disminuirá","Aumentará","Disminuirá","Disminuirá"
"209",439234816,40,"De 35 a 44 años","Hombre","Técnico/Tecnológico completa","Empleado de empresa particular","Apartamento","$2.500.001 - $3.500.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Se mantendrá","Aumentará"
"210",439633692,64,"De 55 a 64 años","Mujer","Universitario completo",NA,"Apartamento","$2.500.001 - $3.500.000","Arrendatario(a)","Aumentará","Disminuirá","Disminuirá","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"211",439680695,65,"Mas de 65 años","Hombre","Técnico/Tecnológico completa",NA,"Casa","$3.500.001 - $4.900.000","Propietario(a)","Permanecerá igual","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Se mantendrá","Aumentará"
"212",439692923,73,"Mas de 65 años","Hombre","Primaria incompleta","Empleado de empresa particular","Casa","$1.160.000 - $1.500.000","Propietario(a)","Permanecerá igual","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Disminuirá","Se mantendrá","Aumentará","Se mantendrá"
"213",440551006,62,"De 55 a 64 años","Hombre","Primaria completa","Trabajador independiente","Casa","$400.001 - $800.000","Arrendatario(a)","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará"
"214",443452936,79,"Mas de 65 años","Hombre","Primaria completa","Trabajador independiente","Casa","NS/NR","Propietario(a)","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"215",443459038,32,"De 25 a 34 años","Hombre","Media completa (10° y 11°)","independientes no profesionales","Casa","NS/NR","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Aumentará"
"216",443462669,69,"Mas de 65 años","Hombre","Secundaria completa",NA,"Casa","NS/NR","Propietario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Se mantendrá","Disminuirá","Disminuirá"
"217",439203229,40,"De 35 a 44 años","Hombre","Secundaria completa","Trabajador independiente","Apartamento","$1.500.001 - $2.000.000","Arrendatario(a)","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Se mantendrá","Aumentará","Se mantendrá","Aumentará"
"218",439215695,38,"De 35 a 44 años","Hombre","Secundaria completa","Empleado de empresa particular","Casa","NS/NR","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá"
"219",439237186,29,"De 25 a 34 años","Hombre","Posgrado completo","Empleado de empresa particular","Casa","$2.500.001 - $3.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Disminuirá","Aumentará","Disminuirá","Aumentará"
"220",439666111,30,"De 25 a 34 años","Mujer","Universitario incompleto",NA,"Apartamento","$1.160.000 - $1.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará"
"221",440101138,52,"De 45 a 54 años","Hombre","Secundaria completa","Empleado de empresa particular","Casa","$1.500.001 - $2.000.000","Arrendatario(a)","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Se mantendrá","Disminuirá","Se mantendrá","Aumentará"
"222",440142557,63,"De 55 a 64 años","Hombre","Secundaria completa","Trabajador independiente","Casa","$400.001 - $800.000","Arrendatario(a)","Permanecerá igual","Aumentará","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Aumentará","Disminuirá","Aumentará"
"223",440530928,46,"De 45 a 54 años","Hombre","Primaria completa","Empleado de empresa particular","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará"
"224",437907019,59,"De 55 a 64 años","Hombre","Secundaria incompleta","Empleado de empresa particular","Casa","$800.001 - $1.160.000","Propietario(a)","Permanecerá igual","Aumentará","Aumentará","Aumentará","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"225",438168293,54,"De 45 a 54 años","Mujer","Secundaria completa","Empleado de empresa particular","Cuarto(s) en inquilinato","$800.001 - $1.160.000","Propietario(a)","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Disminuirá","Se mantendrá","Aumentará"
"226",438324850,49,"De 45 a 54 años","Hombre","Primaria incompleta","Empleado de empresa particular","Casa","$1.500.001 - $2.000.000","Arrendatario(a)","Disminuirá","Se mantendrá","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Aumentará","Disminuirá","Aumentará"
"227",438327631,58,"De 55 a 64 años","Hombre","Secundaria completa","independientes no profesionales","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Disminuirá","Disminuirá","Disminuirá","Aumentará","Disminuirá","Aumentará"
"228",438336569,25,"De 25 a 34 años","Mujer","Técnico/Tecnológico completa","Empleado doméstico","Casa","NS/NR","Propietario(a)","Aumentará","Disminuirá","Aumentará","Disminuirá","Disminuirá","Aumentará","Se mantendrá","Disminuirá","Aumentará"
"229",438343711,62,"De 55 a 64 años","Hombre","Técnico/Tecnológico incompleta","Trabajador independiente","Apartamento","$800.001 - $1.160.000","Propietario(a)","Aumentará","Disminuirá","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Aumentará"
"230",438585456,70,"Mas de 65 años","Hombre","Ninguno","Trabajador independiente","Casa","$0 - $400.000","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará"
"231",438586007,62,"De 55 a 64 años","Mujer","Secundaria completa",NA,"Casa","$1.500.001 - $2.000.000","Propietario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará"
"232",438586742,40,"De 35 a 44 años","Hombre","Secundaria completa","Empleado de empresa particular","Cuarto(s) en otro tipo de vivienda","$2.000.001 - $2.500.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará"
"233",438589871,65,"Mas de 65 años","Mujer","Secundaria incompleta","independientes no profesionales","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará","Disminuirá","Aumentará","Se mantendrá","Se mantendrá"
"234",438590347,59,"De 55 a 64 años","Hombre","Secundaria incompleta","Empleado de empresa particular","Casa","$2.000.001 - $2.500.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Aumentará","Aumentará"
"235",438597729,39,"De 35 a 44 años","Hombre","Media completa (10° y 11°)","Conductor/mensajero","Cuarto(s) en inquilinato","$1.500.001 - $2.000.000","Arrendatario(a)","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"236",438599130,73,"Mas de 65 años","Hombre","Universitario incompleto","Trabajador independiente","Casa","$2.500.001 - $3.500.000","Arrendatario(a)","Permanecerá igual","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Disminuirá","Se mantendrá"
"237",439212769,64,"De 55 a 64 años","Mujer","Posgrado completo",NA,"Apartamento","$2.500.001 - $3.500.000","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Aumentará","Disminuirá","Aumentará","Se mantendrá","Aumentará"
"238",439605766,50,"De 45 a 54 años","Hombre","Media completa (10° y 11°)",NA,"Casa","$400.001 - $800.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Disminuirá","Aumentará","Aumentará","Se mantendrá","Disminuirá"
"239",439626960,29,"De 25 a 34 años","Mujer","Técnico/Tecnológico completa","Trabajador independiente","Casa","$1.500.001 - $2.000.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Aumentará"
"240",440139531,23,"De 18 a 24 años","Hombre","Técnico/Tecnológico completa","Profesional independiente","Cuarto(s) en inquilinato","$800.001 - $1.160.000","Arrendatario(a)","Permanecerá igual","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Se mantendrá","Disminuirá"
"241",443461290,46,"De 45 a 54 años","Hombre","Primaria completa","Trabajador independiente","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Aumentará","Disminuirá","Se mantendrá","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá"
"242",437970181,54,"De 45 a 54 años","Hombre","Primaria incompleta","Trabajador independiente","Casa","$400.001 - $800.000","Propietario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"243",438343698,36,"De 35 a 44 años","Mujer","Técnico/Tecnológico incompleta","Trabajador independiente","Casa","$400.001 - $800.000","Propietario(a)","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"244",439212734,52,"De 45 a 54 años","Hombre","Ninguno","Empleado de empresa particular","Casa","$1.500.001 - $2.000.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Disminuirá","Aumentará","Se mantendrá"
"245",438349192,86,"Mas de 65 años","Hombre","Primaria incompleta",NA,"Casa","$1.500.001 - $2.000.000","Propietario(a)","Permanecerá igual","Disminuirá","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará","Aumentará","Se mantendrá"
"246",439230009,56,"De 55 a 64 años","Hombre","Universitario completo","Empleado de empresa particular","Casa","$2.500.001 - $3.500.000","Propietario(a)","Disminuirá","Se mantendrá","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Disminuirá","Aumentará"
"247",439691121,70,"Mas de 65 años","Mujer","Primaria completa",NA,"Casa","NS/NR","Propietario(a)","Aumentará","Se mantendrá","Se mantendrá","Disminuirá","Disminuirá","Se mantendrá","Se mantendrá","Disminuirá","Se mantendrá"
"248",438333808,39,"De 35 a 44 años","Hombre","Secundaria completa","Empleado de empresa particular","Apartamento","$2.000.001 - $2.500.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Se mantendrá","Aumentará"
"249",439680691,64,"De 55 a 64 años","Hombre","Secundaria completa","Trabajador independiente","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Permanecerá igual","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Aumentará"
"250",437970387,65,"Mas de 65 años","Mujer","Técnico/Tecnológico completa","independientes no profesionales","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Aumentará"
"251",440139524,74,"Mas de 65 años","Hombre","Primaria completa",NA,"Casa","$1.500.001 - $2.000.000","Propietario(a)","Permanecerá igual","Disminuirá","Disminuirá","Disminuirá","Disminuirá","Se mantendrá","Disminuirá","Disminuirá","Disminuirá"
"252",437946367,40,"De 35 a 44 años","Hombre","Universitario completo","Profesional independiente","Apartamento","NS/NR","Propietario(a)","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará"
"253",437949032,80,"Mas de 65 años","Hombre","Media completa (10° y 11°)","Empleado de empresa particular","Casa","NS/NR","Propietario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"254",437949090,65,"Mas de 65 años","Hombre","Universitario completo","Empleado de empresa particular","Casa","$2.000.001 - $2.500.000","Arrendatario(a)","Permanecerá igual","Disminuirá","Aumentará","Se mantendrá","Se mantendrá","Disminuirá","Disminuirá","Aumentará","Aumentará"
"255",437960135,48,"De 45 a 54 años","Hombre","Media completa (10° y 11°)","Empleado de empresa particular","Casa","NS/NR","Arrendatario(a)","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará"
"256",437960698,53,"De 45 a 54 años","Mujer","Primaria completa","Empleado de empresa particular","Casa","$1.500.001 - $2.000.000","Arrendatario(a)","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"257",437964919,74,"Mas de 65 años","Hombre","Media completa (10° y 11°)",NA,"Casa","$3.500.001 - $4.900.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Disminuirá","Se mantendrá","Aumentará","Aumentará"
"258",437975453,49,"De 45 a 54 años","Hombre","Primaria completa","Patrón/empleador","Casa","$1.500.001 - $2.000.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"259",438168167,39,"De 35 a 44 años","Hombre","Secundaria incompleta","Trabajador independiente","Apartamento","$400.001 - $800.000","Arrendatario(a)","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Disminuirá","Aumentará","Aumentará","Disminuirá","Disminuirá"
"260",438333461,43,"De 35 a 44 años","Hombre","Técnico/Tecnológico completa",NA,"Casa","$2.000.001 - $2.500.000","Propietario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Aumentará","Aumentará","Aumentará"
"261",438341480,33,"De 25 a 34 años","Hombre","Secundaria completa","Trabajador independiente","Apartamento","$2.500.001 - $3.500.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Disminuirá","Aumentará","Disminuirá","Disminuirá"
"262",438343676,42,"De 35 a 44 años","Hombre","Secundaria completa","Empleado de empresa particular","Casa","$400.001 - $800.000","Propietario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"263",438343690,78,"Mas de 65 años","Hombre","Universitario completo","Empleado doméstico","Casa","$400.001 - $800.000","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Disminuirá","Se mantendrá","Disminuirá","Aumentará"
"264",438343716,39,"De 35 a 44 años","Hombre","Secundaria completa","Empleado de empresa particular","Casa","$400.001 - $800.000","Propietario(a)","Disminuirá","Se mantendrá","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Disminuirá"
"265",438349148,81,"Mas de 65 años","Hombre","Universitario incompleto",NA,"Casa","$1.500.001 - $2.000.000","Propietario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Aumentará","Aumentará","Aumentará"
"266",438829105,47,"De 45 a 54 años","Hombre","Universitario completo","Profesional independiente","Casa","$4.900.001 - $6.800.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Disminuirá","Aumentará"
"267",439212672,63,"De 55 a 64 años","Hombre","Primaria completa","independientes no profesionales","Casa","$0 - $400.000","Propietario(a)","Permanecerá igual","Disminuirá","Aumentará","Disminuirá","Se mantendrá","Disminuirá","Aumentará","Disminuirá","Aumentará"
"268",439685723,40,"De 35 a 44 años","Hombre","Universitario completo","Empleado de empresa particular","Apartamento","NS/NR","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará"
"269",439691140,64,"De 55 a 64 años","Hombre","Universitario completo","Profesional independiente","Casa","NS/NR","Propietario(a)","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Se mantendrá"
"270",440569467,62,"De 55 a 64 años","Hombre","Secundaria incompleta","Trabajador independiente","Casa","$4.900.001 - $6.800.000","Arrendatario(a)","Permanecerá igual","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá"
"271",438544353,36,"De 35 a 44 años","Mujer","Media completa (10° y 11°)","Trabajador independiente","Casa","NS/NR","Arrendatario(a)","Aumentará","Disminuirá","Aumentará","Se mantendrá","Aumentará","Disminuirá","Aumentará","Se mantendrá","Se mantendrá"
"272",440484276,43,"De 35 a 44 años","Hombre","Secundaria completa","Trabajador independiente","Apartamento","$1.160.000 - $1.500.000","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará"
"273",440598497,42,"De 35 a 44 años","Hombre","Técnico/Tecnológico completa","Trabajador independiente","Casa","NS/NR","Arrendatario(a)","Aumentará","Disminuirá","Disminuirá","Aumentará","Se mantendrá","Disminuirá","Se mantendrá","Se mantendrá","Aumentará"
"274",440523470,35,"De 35 a 44 años","Hombre","Media completa (10° y 11°)","Obrero","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará","Disminuirá","Disminuirá","Se mantendrá","Aumentará"
"275",437887108,80,"Mas de 65 años","Mujer","Primaria incompleta",NA,"Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Aumentará"
"276",437960721,62,"De 55 a 64 años","Hombre","Primaria completa","Empleado de empresa particular","Apartamento","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará"
"277",437966373,74,"Mas de 65 años","Hombre","Primaria completa","Trabajador independiente","Casa","$1.160.000 - $1.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"278",437982994,77,"Mas de 65 años","Mujer","Primaria completa",NA,"Apartamento","$400.001 - $800.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Disminuirá","Aumentará","Aumentará","Aumentará","Aumentará"
"279",438206537,52,"De 45 a 54 años","Hombre","Media incompleta (10° y 11°)","Empleado de empresa particular","Apartamento","NS/NR","Propietario(a)","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Disminuirá","Aumentará","Disminuirá","Disminuirá"
"280",438298846,38,"De 35 a 44 años","Mujer","Posgrado completo","Empleado de empresa particular","Casa","NS/NR","Propietario(a)","Aumentará","Disminuirá","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"281",438327569,61,"De 55 a 64 años","Hombre","Técnico/Tecnológico completa",NA,"Apartamento","$1.500.001 - $2.000.000","Propietario(a)","Aumentará","Disminuirá","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Disminuirá","Aumentará","Aumentará"
"282",438341445,44,"De 35 a 44 años","Hombre","Secundaria completa","Trabajador independiente","Apartamento","NS/NR","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Disminuirá","Aumentará"
"283",438343680,40,"De 35 a 44 años","Mujer","Universitario incompleto","Empleado de empresa particular","Apartamento","$400.001 - $800.000","Propietario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Disminuirá","Aumentará"
"284",438349195,65,"Mas de 65 años","Hombre","Secundaria completa","Trabajador independiente","Apartamento","$1.160.000 - $1.500.000","Arrendatario(a)","Aumentará","Disminuirá","Disminuirá","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Aumentará"
"285",438357080,65,"Mas de 65 años","Hombre","Primaria completa","Trabajador independiente","Casa","$2.500.001 - $3.500.000","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Aumentará"
"286",438359323,43,"De 35 a 44 años","Mujer","Media completa (10° y 11°)","Empleado de empresa particular","Casa","$800.001 - $1.160.000","Propietario(a)","Permanecerá igual","Se mantendrá","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará"
"287",438359534,52,"De 45 a 54 años","Hombre","Media completa (10° y 11°)","Patrón/empleador","Casa","$2.000.001 - $2.500.000","Propietario(a)","Permanecerá igual","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Disminuirá","Se mantendrá","Aumentará","Aumentará"
"288",438747468,41,"De 35 a 44 años","Hombre","Universitario completo","Empleado de empresa particular","Apartamento","NS/NR","Propietario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Se mantendrá","Aumentará","Aumentará","Disminuirá","Aumentará"
"289",438829099,48,"De 45 a 54 años","Hombre","Posgrado completo","Profesional independiente","Casa","NS/NR","Propietario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Se mantendrá","Se mantendrá"
"290",438851441,45,"De 45 a 54 años","Hombre","Posgrado completo","Empleado de empresa particular","Apartamento","$4.900.001 - $6.800.000","Propietario(a)","Disminuirá","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará"
"291",438853209,55,"De 55 a 64 años","Mujer","Universitario completo","independientes no profesionales","Apartamento","NS/NR","Propietario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Disminuirá","Aumentará"
"292",439159666,55,"De 55 a 64 años","Hombre","Secundaria completa","Trabajador independiente","Casa","NS/NR","Propietario(a)","Aumentará","Disminuirá","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"293",439230066,70,"Mas de 65 años","Hombre","Secundaria completa","Trabajador independiente","Otro tipo de vivienda","$3.500.001 - $4.900.000","Propietario(a)","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Disminuirá","Se mantendrá","Aumentará"
"294",439242959,84,"Mas de 65 años","Hombre","Primaria incompleta",NA,"Casa","NS/NR","Propietario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Disminuirá","Disminuirá","Aumentará","Aumentará"
"295",439252466,45,"De 45 a 54 años","Hombre","Universitario incompleto","Trabajador independiente","Casa","NS/NR","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Se mantendrá","Se mantendrá","Se mantendrá"
"296",439680686,55,"De 55 a 64 años","Hombre","Secundaria completa","Trabajador independiente","Casa","NS/NR","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Disminuirá","Aumentará","Aumentará","Disminuirá","Aumentará"
"297",439683616,35,"De 35 a 44 años","Hombre","Secundaria incompleta","independientes no profesionales","Casa","$3.500.001 - $4.900.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Aumentará"
"298",439691272,63,"De 55 a 64 años","Mujer","Secundaria completa",NA,"Casa","$2.500.001 - $3.500.000","Arrendatario(a)","Permanecerá igual","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá"
"299",439691384,53,"De 45 a 54 años","Hombre","Secundaria completa","Conductor/mensajero","Casa","$2.500.001 - $3.500.000","Propietario(a)","Aumentará","Disminuirá","Aumentará","Aumentará","Disminuirá","Se mantendrá","Aumentará","Disminuirá","Disminuirá"
"300",440150316,65,"Mas de 65 años","Hombre","Técnico/Tecnológico completa","Trabajador independiente","Casa","$3.500.001 - $4.900.000","Propietario(a)","Aumentará","Aumentará","Aumentará","Se mantendrá","Aumentará","Disminuirá","Aumentará","Disminuirá","Se mantendrá"
"301",440528420,40,"De 35 a 44 años","Hombre","Secundaria completa","Empleado de empresa particular","Casa","$2.000.001 - $2.500.000","Arrendatario(a)","Aumentará","Se mantendrá","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Disminuirá"
"302",440569010,56,"De 55 a 64 años","Mujer","Técnico/Tecnológico completa",NA,"Casa","$4.900.001 - $6.800.000","Propietario(a)","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Se mantendrá"
"303",443470315,52,"De 45 a 54 años","Hombre","Universitario completo","Profesional independiente","Casa","$3.500.001 - $4.900.000","Arrendatario(a)","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Aumentará","Se mantendrá","Aumentará"
"304",437964885,29,"De 25 a 34 años","Hombre","Técnico/Tecnológico completa","Conductor/mensajero","Casa","$3.500.001 - $4.900.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Disminuirá","Aumentará","Disminuirá","Aumentará"
"305",439643341,51,"De 45 a 54 años","Hombre","Técnico/Tecnológico incompleta",NA,"Apartamento","$2.500.001 - $3.500.000","Propietario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará"
"306",439680674,57,"De 55 a 64 años","Mujer","Secundaria incompleta","Trabajador independiente","Casa","$2.500.001 - $3.500.000","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará"
"307",438333404,26,"De 25 a 34 años","Hombre","Técnico/Tecnológico completa","Empleado de empresa particular","Casa","$2.500.001 - $3.500.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Disminuirá","Se mantendrá","Aumentará","Aumentará"
"308",438524703,40,"De 35 a 44 años","Mujer","Ninguno",NA,"Apartamento","$2.000.001 - $2.500.000","Propietario(a)","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Se mantendrá","Aumentará","Se mantendrá","Aumentará"
"309",439221541,44,"De 35 a 44 años","Hombre","Técnico/Tecnológico completa","Trabajador sin remuneración","Casa","$800.001 - $1.160.000","Arrendatario(a)","Aumentará","Aumentará","Aumentará","Se mantendrá","Se mantendrá","Se mantendrá","Disminuirá","Disminuirá","Disminuirá"
"310",439234492,34,"De 25 a 34 años","Hombre","Técnico/Tecnológico completa","Trabajador independiente","Casa","$1.500.001 - $2.000.000","Arrendatario(a)","Aumentará","Disminuirá","Aumentará","Se mantendrá","Se mantendrá","Aumentará","Aumentará","Disminuirá","Aumentará"
"311",439643427,18,"De 18 a 24 años","Hombre","Secundaria incompleta","Empleado de empresa particular","Apartamento","$800.001 - $1.160.000","Arrendatario(a)","Permanecerá igual","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Aumentará","Se mantendrá"
"312",438341727,42,"De 35 a 44 años","Hombre","Universitario completo","Empleado de empresa particular","Casa","$4.900.001 - $6.800.000","Propietario(a)","Aumentará","Se mantendrá","Aumentará","Aumentará","Se mantendrá","Disminuirá","Aumentará","Disminuirá","Aumentará"
